geometry,geometry_vertex_count,GMDE,BEZIRK,KT,Gemeinde,import_notes
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.5973180407,47.437315265,0 8.60416473857,47.4405660383,0 8.61201577223,47.4357996495,0 8.62753933686,47.4356770738,0 8.62940183265,47.4312137861,0 8.62364564228,47.4251555013,0 8.63014522036,47.4099300202,0 8.6200440304,47.4086123028,0 8.606155389,47.4243168778,0 8.60265416759,47.436371058,0 8.5973180407,47.437315265,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",11,54,103,1,Dietlikon,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.48842237548,47.5793003336,0 8.50260293599,47.579063149,0 8.50099147949,47.5822443514,0 8.51761563842,47.5831433526,0 8.51633666802,47.5948044584,0 8.5273534854,47.5950793925,0 8.53633458777,47.5888687782,0 8.5453588793,47.5943962524,0 8.54886408501,47.5941288706,0 8.53837180824,47.5890024039,0 8.53469559618,47.5835499057,0 8.54161505382,47.5761438908,0 8.54743977078,47.5756025745,0 8.55521315456,47.5545770592,0 8.55520995582,47.5518963683,0 8.55197883203,47.5517925164,0 8.53554543809,47.5616195543,0 8.52873902231,47.56217852,0 8.52434747563,47.5612482046,0 8.51246015106,47.5714699835,0 8.48588810147,47.5755091456,0 8.4816302268,47.5766629662,0 8.4849224522,47.5784504032,0 8.48842237548,47.5793003336,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",24,55,103,1,Eglisau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.57477308196,47.4930353726,0 8.56887267876,47.499570185,0 8.57348677813,47.5073964617,0 8.57163757073,47.510958945,0 8.57641406032,47.5138987458,0 8.57647628706,47.5199073694,0 8.58263148505,47.521448002,0 8.58786873074,47.5296543499,0 8.59187834748,47.5308019554,0 8.60191400663,47.5244584847,0 8.60726708616,47.5244945608,0 8.61907583319,47.5227825449,0 8.63161076323,47.507307012,0 8.62829903888,47.5011158605,0 8.61786961203,47.5001430367,0 8.60271688892,47.4938102861,0 8.59040366936,47.4964703033,0 8.57477308196,47.4930353726,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",18,56,103,1,Embrach,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.55521315456,47.5545770592,0 8.56439710453,47.559040052,0 8.56863439148,47.563937464,0 8.58833492684,47.5567270734,0 8.59827551853,47.5488286999,0 8.6012199746,47.5419084068,0 8.61347362368,47.5367021572,0 8.60726708616,47.5244945608,0 8.60191400663,47.5244584847,0 8.59187834748,47.5308019554,0 8.58786873074,47.5296543499,0 8.58140160313,47.531571465,0 8.57267375426,47.5445931702,0 8.55520995582,47.5518963683,0 8.55521315456,47.5545770592,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,57,103,1,Freienstein-Teufen,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>8.50260293599,47.579063149,0 8.48842237548,47.5793003336,0 8.49585124565,47.5824982215,0 8.50099147949,47.5822443514,0 8.50260293599,47.579063149,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>8.50480114275,47.5395702184,0 8.50130902592,47.5443070272,0 8.49187102708,47.5520934444,0 8.47447771542,47.5589249092,0 8.46160682882,47.5571951156,0 8.45720182799,47.5596357148,0 8.46941335842,47.5657167124,0 8.46524574601,47.5735797909,0 8.47774362931,47.5791356414,0 8.4849224522,47.5784504032,0 8.4816302268,47.5766629662,0 8.48588810147,47.5755091456,0 8.51246015106,47.5714699835,0 8.52434747563,47.5612482046,0 8.52873902231,47.56217852,0 8.53024418515,47.5500561961,0 8.5180656581,47.5457713803,0 8.50480114275,47.5395702184,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",23,58,103,1,Glattfelden,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.52124557243,47.5133930659,0 8.50939630209,47.5151134621,0 8.50382966298,47.520931061,0 8.49465368879,47.5222924685,0 8.49162138999,47.5294446645,0 8.49828912716,47.5367783242,0 8.49635262565,47.5422653799,0 8.50130902592,47.5443070272,0 8.50480114275,47.5395702184,0 8.5180656581,47.5457713803,0 8.52443332426,47.5361944431,0 8.52124557243,47.5133930659,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,59,103,1,Hochfelden,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.52344998489,47.5003914902,0 8.52417731374,47.4989543367,0 8.52034291388,47.4970921025,0 8.50980134555,47.5016070501,0 8.48802309586,47.4992336737,0 8.48434221171,47.5064635813,0 8.49465368879,47.5222924685,0 8.50382966298,47.520931061,0 8.50939630209,47.5151134621,0 8.52124557243,47.5133930659,0 8.52313818691,47.5104877104,0 8.51618999538,47.5076649195,0 8.52344998489,47.5003914902,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,60,103,1,Höri,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.49585124565,47.5824982215,0 8.48833261655,47.5888813587,0 8.48034429098,47.5998828605,0 8.48596175541,47.6062010536,0 8.51633666802,47.5948044584,0 8.51761563842,47.5831433526,0 8.50099147949,47.5822443514,0 8.49585124565,47.5824982215,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",8,61,103,1,Hüntwangen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.55550705958,47.4680702011,0 8.55789770256,47.4663018814,0 8.5805231227,47.4814189915,0 8.5982491854,47.4703215775,0 8.60708075472,47.4725267298,0 8.61177604341,47.4826807352,0 8.62620359762,47.4756516124,0 8.63059723452,47.4656567615,0 8.62682706961,47.4596051727,0 8.6191568007,47.4612580143,0 8.61331186075,47.4584837371,0 8.60416473857,47.4405660383,0 8.5973180407,47.437315265,0 8.59390703399,47.4371604724,0 8.57482591003,47.4420814606,0 8.55588594011,47.4418881386,0 8.54708232553,47.4489537652,0 8.54629514046,47.4563740154,0 8.55550705958,47.4680702011,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,62,103,1,Kloten,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.5805231227,47.4814189915,0 8.57318711638,47.4902441951,0 8.57477308196,47.4930353726,0 8.59040366936,47.4964703033,0 8.60271688892,47.4938102861,0 8.60924639756,47.4907487795,0 8.61177604341,47.4826807352,0 8.60708075472,47.4725267298,0 8.5982491854,47.4703215775,0 8.5805231227,47.4814189915,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,63,103,1,Lufingen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.21008252742,47.1584148937,0 8.20507554854,47.1587632183,0 8.20428845243,47.1544502359,0 8.21706717145,47.1489487189,0 8.21665379654,47.1459107558,0 8.21765553058,47.1286579735,0 8.21209135049,47.1221731575,0 8.19677598203,47.1203319245,0 8.18738635055,47.1227684761,0 8.19302717632,47.1311611893,0 8.1855087215,47.1412501415,0 8.17517950497,47.1475781475,0 8.19968673668,47.162874295,0 8.21008252742,47.1584148937,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",14,1102,304,3,Sempach,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.0833848592,47.1813068692,0 8.094020407,47.1878140007,0 8.09133084488,47.1945133782,0 8.11078205905,47.1911359262,0 8.11220906578,47.1839306849,0 8.12730789976,47.1749441747,0 8.12316708438,47.1740602544,0 8.1273138015,47.1713006874,0 8.12383843951,47.1677589357,0 8.10679144589,47.164305646,0 8.09488778039,47.1724526669,0 8.0833848592,47.1813068692,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,1103,304,3,Sursee,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.09688117184,47.2305020172,0 8.08450999465,47.2209732494,0 8.07650442992,47.2217824974,0 8.07831673198,47.2187407926,0 8.07309132767,47.2179150559,0 8.06912773917,47.2121073822,0 8.05591997682,47.2139331135,0 8.02825953781,47.2330594514,0 8.01514850858,47.2358875094,0 8.01690429139,47.2455763211,0 8.03014094291,47.2419557957,0 8.06331315927,47.2489506263,0 8.05761757645,47.256816793,0 8.0669009874,47.2563347914,0 8.08935353867,47.2641806946,0 8.0998804729,47.2615839677,0 8.11011016675,47.2459258407,0 8.10394036565,47.2437755819,0 8.10576889537,47.2315124502,0 8.09688117184,47.2305020172,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,1104,304,3,Triengen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.06934929331,47.0349075612,0 8.06841472918,47.0337611509,0 8.05893806395,47.0301242049,0 8.04607862261,47.0367063208,0 8.03472889596,47.0373055648,0 8.01782079019,47.0435545579,0 8.01885790517,47.0506204403,0 8.02545142049,47.0517384844,0 8.03156782322,47.0596868239,0 8.04145153179,47.0582409692,0 8.06286881635,47.062651774,0 8.06888396062,47.0737294142,0 8.06308987957,47.0793837367,0 8.06728499002,47.0833642272,0 8.07529299661,47.0833831287,0 8.0814979867,47.0791203235,0 8.08758184916,47.0769000262,0 8.08988299117,47.0711923248,0 8.08828120358,47.0552688323,0 8.0698906602,47.0585650563,0 8.06642569375,47.0515848741,0 8.06934929331,47.0349075612,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,1107,304,3,Wolhusen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.98631608503,47.1340851253,0 7.99190545696,47.1404456446,0 7.98067347817,47.1497021019,0 7.9979628643,47.1611973778,0 8.00251281838,47.1611481977,0 8.0084342303,47.1536342895,0 8.00406278319,47.1392980314,0 7.98962316708,47.1326209621,0 7.98631608503,47.1340851253,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,1121,305,3,Alberswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.88209481824,47.1775617356,0 7.86334894028,47.1928354829,0 7.86070181179,47.2002398435,0 7.86962206106,47.206494977,0 7.88522559973,47.201766718,0 7.89272833782,47.1946126345,0 7.90450225709,47.1902206044,0 7.91575674463,47.1899496606,0 7.91875825797,47.1861858762,0 7.91442347551,47.183963859,0 7.90198119658,47.179489588,0 7.88455556427,47.179954162,0 7.88209481824,47.1775617356,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,1122,305,3,Altbüron,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.95540582287,47.189193932,0 7.94508733808,47.1907240845,0 7.94190813756,47.1992841836,0 7.9475534417,47.2030376958,0 7.94836746958,47.2122819296,0 7.95389477568,47.2145603154,0 7.9757890693,47.2149461524,0 7.97636441273,47.2038784366,0 7.97345750487,47.1930248141,0 7.9657802196,47.1907212346,0 7.95962048285,47.1924135089,0 7.95540582287,47.189193932,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,1123,305,3,Altishofen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.01994832708,47.193834169,0 8.00423662057,47.1957385646,0 7.97636441273,47.2038784366,0 7.9757890693,47.2149461524,0 7.95389477568,47.2145603154,0 7.9654198387,47.2184754328,0 7.97695473839,47.2363240283,0 7.99015403872,47.2328881866,0 8.01514850858,47.2358875094,0 8.02825953781,47.2330594514,0 8.05591997682,47.2139331135,0 8.04900664671,47.1923794486,0 8.03760708291,47.191476707,0 8.02569770493,47.1969986075,0 8.01994832708,47.193834169,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",15,1125,305,3,Dagmersellen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.91803965106,47.1722450893,0 7.91812669317,47.1819693934,0 7.91442347551,47.183963859,0 7.91875825797,47.1861858762,0 7.92899390852,47.184271609,0 7.9345678938,47.19199329,0 7.93057127997,47.1936656778,0 7.92619597361,47.1914622687,0 7.91776404577,47.197479942,0 7.91940252206,47.1991553608,0 7.94190813756,47.1992841836,0 7.94508733808,47.1907240845,0 7.95540582287,47.189193932,0 7.97001995092,47.1857539568,0 7.96874458784,47.1835558094,0 7.96232080882,47.1810932934,0 7.96068464218,47.1756761199,0 7.96488894065,47.1712039525,0 7.96089217954,47.1698997268,0 7.932814995,47.1722276334,0 7.91803965106,47.1722450893,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",21,1126,305,3,Ebersecken,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.00423662057,47.1957385646,0 8.01994832708,47.193834169,0 8.0141998008,47.1857755939,0 8.01965224021,47.18479464,0 8.01666110556,47.1790792006,0 8.01353612079,47.1743539148,0 8.00434172528,47.1744624165,0 7.97800104406,47.1855189558,0 8.00104313179,47.190761407,0 8.00423662057,47.1957385646,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,1127,305,3,Egolzwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.01738796756,47.1303615847,0 8.00406278319,47.1392980314,0 8.0084342303,47.1536342895,0 8.00251281838,47.1611481977,0 8.01608766567,47.1601633152,0 8.02026899627,47.171117504,0 8.02515133481,47.1712276824,0 8.02329863125,47.1743227597,0 8.03643242181,47.1772870138,0 8.04271859064,47.1789814611,0 8.05554858761,47.1759987132,0 8.06232753213,47.165589671,0 8.06116216648,47.1595235852,0 8.0504278296,47.1573770773,0 8.03314278955,47.1459975642,0 8.02649494597,47.1349934284,0 8.01738796756,47.1303615847,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,1128,305,3,Ettiswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.89168539429,47.1290538489,0 7.8871704547,47.1298182022,0 7.89114944207,47.1420822536,0 7.88321498337,47.1487882187,0 7.89460520253,47.1546360847,0 7.90325143921,47.1677357122,0 7.91803965106,47.1722450893,0 7.932814995,47.1722276334,0 7.93483653344,47.1625931977,0 7.92656375048,47.1594079623,0 7.91604437684,47.1452382994,0 7.89168539429,47.1290538489,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,1129,305,3,Fischbach,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.95927489067,47.150088733,0 7.97475737773,47.1515020335,0 7.98067347817,47.1497021019,0 7.99190545696,47.1404456446,0 7.98631608503,47.1340851253,0 7.95825452495,47.1278189947,0 7.94715409197,47.1290380717,0 7.95112031697,47.1412911657,0 7.94685944361,47.1452323477,0 7.95927489067,47.150088733,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,1130,305,3,Gettnau,
"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>7.91106548366,47.2041825757,0 7.91940252206,47.1991553608,0 7.91776404577,47.197479942,0 7.92619597361,47.1914622687,0 7.93057127997,47.1936656778,0 7.9345678938,47.19199329,0 7.92899390852,47.184271609,0 7.91875825797,47.1861858762,0 7.91575674463,47.1899496606,0 7.90450225709,47.1902206044,0 7.89272833782,47.1946126345,0 7.88522559973,47.201766718,0 7.89074031303,47.2030046508,0 7.90306916259,47.1999689924,0 7.91106548366,47.2041825757,0</coordinates></LinearRing></outerBoundaryIs></Polygon><Polygon><outerBoundaryIs><LinearRing><coordinates>7.87699644852,47.1591394789,0 7.8780242766,47.1670700303,0 7.88417469201,47.1738203845,0 7.88209481824,47.1775617356,0 7.88455556427,47.179954162,0 7.90198119658,47.179489588,0 7.91442347551,47.183963859,0 7.91812669317,47.1819693934,0 7.91803965106,47.1722450893,0 7.90325143921,47.1677357122,0 7.89460520253,47.1546360847,0 7.88321498337,47.1487882187,0 7.87699644852,47.1591394789,0</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",28,1131,305,3,Grossdietwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.9422108442,47.0069449899,0 7.94074808151,47.0207067813,0 7.94466762291,47.0345978708,0 7.92830077339,47.0579511137,0 7.92515394615,47.0811297309,0 7.93418411402,47.0892057383,0 7.93168011291,47.0990942975,0 7.94292014642,47.1007368527,0 7.94291866883,47.0977771189,0 7.94779341261,47.0964242102,0 7.96631593547,47.1018014119,0 7.97562068906,47.0994823133,0 7.98606012831,47.0832129165,0 7.98117418953,47.0728274232,0 7.987460108,47.0565593145,0 7.98373188428,47.0523937846,0 7.99000118687,47.0450678725,0 7.96826565991,47.0350762667,0 7.97042190333,47.0309100074,0 7.95115087815,47.020399941,0 7.95116809112,47.0084167459,0 7.9422108442,47.0069449899,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,1132,305,3,Hergiswil bei Willisau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.90278744886,47.0075878977,0 7.8978483257,47.0144449421,0 7.90148174486,47.0193783217,0 7.89329690357,47.0315109958,0 7.87058734887,47.0479627523,0 7.86718519965,47.0554063553,0 7.87995951622,47.0801155409,0 7.90053872145,47.0933040806,0 7.91211190432,47.10607654,0 7.91718916969,47.1065773108,0 7.92082960648,47.1011374359,0 7.92655596358,47.1006185035,0 7.93075457788,47.095859641,0 7.92480074179,47.0886610323,0 7.92515394615,47.0811297309,0 7.92830077339,47.0579511137,0 7.94466762291,47.0345978708,0 7.94074808151,47.0207067813,0 7.9422108442,47.0069449899,0 7.93371569588,47.0056144858,0 7.92678550629,47.0100253664,0 7.90278744886,47.0075878977,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",22,1135,305,3,Luthern,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.99000118687,47.0450678725,0 7.99756571978,47.0510858395,0 8.00193544588,47.0648558231,0 8.02324221719,47.0748972363,0 8.02422523653,47.0805059099,0 8.01563418878,47.0899054555,0 8.03142939255,47.1055505433,0 8.0394043623,47.1082080322,0 8.05178815521,47.1045441815,0 8.05543458531,47.1065488388,0 8.06752443191,47.1037844846,0 8.0765839582,47.0977970393,0 8.07694467804,47.0926851444,0 8.08337720274,47.0875483457,0 8.0814979867,47.0791203235,0 8.07529299661,47.0833831287,0 8.06728499002,47.0833642272,0 8.06308987957,47.0793837367,0 8.06888396062,47.0737294142,0 8.06286881635,47.062651774,0 8.04145153179,47.0582409692,0 8.03156782322,47.0596868239,0 8.02545142049,47.0517384844,0 8.01885790517,47.0506204403,0 8.01782079019,47.0435545579,0 8.03472889596,47.0373055648,0 8.01267810838,47.0278547567,0 7.97042190333,47.0309100074,0 7.96826565991,47.0350762667,0 7.99000118687,47.0450678725,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",30,1136,305,3,Menznau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.95540582287,47.189193932,0 7.95962048285,47.1924135089,0 7.9657802196,47.1907212346,0 7.97345750487,47.1930248141,0 7.97636441273,47.2038784366,0 8.00423662057,47.1957385646,0 8.00104313179,47.190761407,0 7.97800104406,47.1855189558,0 7.97539796429,47.1825354394,0 7.96874458784,47.1835558094,0 7.97001995092,47.1857539568,0 7.95540582287,47.189193932,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,1137,305,3,Nebikon,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.95927489067,47.150088733,0 7.94855619174,47.1600323693,0 7.94168935945,47.159144973,0 7.93483653344,47.1625931977,0 7.932814995,47.1722276334,0 7.96089217954,47.1698997268,0 7.95731597069,47.1656877483,0 7.96197275909,47.1630308388,0 7.96627248974,47.1643426352,0 7.97764528669,47.1567332669,0 7.97475737773,47.1515020335,0 7.95927489067,47.150088733,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",12,1138,305,3,Ohmstal,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.85739032274,47.2021230652,0 7.83943332624,47.2243346876,0 7.8397986613,47.2360819596,0 7.85405940971,47.2338635036,0 7.8957231498,47.2439611947,0 7.91062287815,47.2453135441,0 7.92291906218,47.2391723928,0 7.92657385834,47.2300351812,0 7.91106548366,47.2041825757,0 7.90306916259,47.1999689924,0 7.89074031303,47.2030046508,0 7.90707075469,47.2107838882,0 7.90581846418,47.2155388057,0 7.87731545536,47.2238909792,0 7.87124681929,47.2295003229,0 7.8583564011,47.2192836855,0 7.86962206106,47.206494977,0 7.86070181179,47.2002398435,0 7.85739032274,47.2021230652,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",19,1139,305,3,Pfaffnau,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.91940252206,47.1991553608,0 7.91106548366,47.2041825757,0 7.92657385834,47.2300351812,0 7.92291906218,47.2391723928,0 7.93449855738,47.2372340618,0 7.96260232145,47.2557132537,0 7.98903897122,47.2631466655,0 8.00656881031,47.2612985117,0 8.01483730691,47.2633985247,0 8.01855180995,47.2574066498,0 8.01690429139,47.2455763211,0 8.01514850858,47.2358875094,0 7.99015403872,47.2328881866,0 7.97695473839,47.2363240283,0 7.9654198387,47.2184754328,0 7.95389477568,47.2145603154,0 7.94836746958,47.2122819296,0 7.9475534417,47.2030376958,0 7.94190813756,47.1992841836,0 7.91940252206,47.1991553608,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",20,1140,305,3,Reiden,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.86962206106,47.206494977,0 7.8583564011,47.2192836855,0 7.87124681929,47.2295003229,0 7.87731545536,47.2238909792,0 7.90581846418,47.2155388057,0 7.90707075469,47.2107838882,0 7.89074031303,47.2030046508,0 7.88522559973,47.201766718,0 7.86962206106,47.206494977,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,1142,305,3,Roggliswil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.98067347817,47.1497021019,0 7.97475737773,47.1515020335,0 7.97764528669,47.1567332669,0 7.96627248974,47.1643426352,0 7.96197275909,47.1630308388,0 7.95731597069,47.1656877483,0 7.96089217954,47.1698997268,0 7.96488894065,47.1712039525,0 7.96068464218,47.1756761199,0 7.96232080882,47.1810932934,0 7.96874458784,47.1835558094,0 7.97539796429,47.1825354394,0 7.97800104406,47.1855189558,0 8.00434172528,47.1744624165,0 8.01353612079,47.1743539148,0 8.01666110556,47.1790792006,0 8.02447135095,47.1790127509,0 8.02329863125,47.1743227597,0 8.02515133481,47.1712276824,0 8.02026899627,47.171117504,0 8.01608766567,47.1601633152,0 8.00251281838,47.1611481977,0 7.9979628643,47.1611973778,0 7.98067347817,47.1497021019,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",24,1143,305,3,Schötz,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.87474545965,47.1256377873,0 7.8871704547,47.1298182022,0 7.89168539429,47.1290538489,0 7.90934865892,47.12151622,0 7.90931579604,47.1147692725,0 7.91673379734,47.1116620188,0 7.92601098429,47.1174885747,0 7.92915775531,47.11572096,0 7.92655596358,47.1006185035,0 7.92082960648,47.1011374359,0 7.91718916969,47.1065773108,0 7.91211190432,47.10607654,0 7.90053872145,47.0933040806,0 7.87995951622,47.0801155409,0 7.88157980482,47.0913365143,0 7.86826538321,47.1180244848,0 7.87474545965,47.1256377873,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,1145,305,3,Ufhusen,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.01994832708,47.193834169,0 8.02569770493,47.1969986075,0 8.03760708291,47.191476707,0 8.03643242181,47.1772870138,0 8.02329863125,47.1743227597,0 8.02447135095,47.1790127509,0 8.01666110556,47.1790792006,0 8.01965224021,47.18479464,0 8.0141998008,47.1857755939,0 8.01994832708,47.193834169,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,1146,305,3,Wauwil,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>8.00582901573,47.2725289724,0 8.01483730691,47.2633985247,0 8.00656881031,47.2612985117,0 7.98903897122,47.2631466655,0 7.96260232145,47.2557132537,0 7.95285304966,47.26691194,0 7.9515135573,47.2760666261,0 7.95711247438,47.2782185897,0 7.97642948771,47.276043167,0 7.98787713823,47.2774015929,0 7.99632846591,47.2829204703,0 7.99871522082,47.2810827633,0 8.00582901573,47.2725289724,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",13,1147,305,3,Wikon,
"<Polygon><outerBoundaryIs><LinearRing><coordinates>7.89168539429,47.1290538489,0 7.91604437684,47.1452382994,0 7.92656375048,47.1594079623,0 7.93483653344,47.1625931977,0 7.94168935945,47.159144973,0 7.94855619174,47.1600323693,0 7.95927489067,47.150088733,0 7.94685944361,47.1452323477,0 7.95112031697,47.1412911657,0 7.94715409197,47.1290380717,0 7.94371646674,47.1223421043,0 7.9304999428,47.1212478468,0 7.92601098429,47.1174885747,0 7.91673379734,47.1116620188,0 7.90931579604,47.1147692725,0 7.90934865892,47.12151622,0 7.89168539429,47.1290538489,0</coordinates></LinearRing></outerBoundaryIs></Polygon>",17,1150,305,3,Zell LU,
